Ingreso_Relativo,Historial_Pago,Score_Riesgo
3.74540118847362,6.98161714019745,32.5434446320413
9.50714306409916,5.3609636634412,16.6263259004726
7.31993941811405,3.09527616286328,35.1511044686362
5.98658484197037,8.13795019706949,20.983684682302
1.56018640442437,6.84731172553879,44.786778411875
1.55994520336203,1.62616939344891,78.200808477598
0.580836121681995,9.10927184493842,40.2973229544833
0,9.92549933008184,31.4704944201674
6.01115011743209,9.49799913291924,9.98251775772857
9.99681826978675,9.9760627654719,0
0.205844942958024,6.1341519593579,49.3253770256881
10,0.458805658044749,42.008151520147
8.32442640800422,9.32728483354013,6.48351532958199
2.12339110678276,8.66063889500408,23.5065662895826
1.81824967207101,0.452186701061894,81.5898055242775
1.83404509853434,0.26366974497252,85.9142598685878
0,0.51947035633208,97.8990129921703
9.7697363061098,0.63956064982647,40.2420698391713
9.72104207691794,0.407630226949398,43.3011813414186
9.48961134518433,0.0194090875603735,40.015996793952
6.11852894722379,5.94130715352135,20.8213417305441
1.39493860652042,3.80890856631022,66.8784421994565
2.92144648535218,9.69914397814603,30.1458116571644
3.66361843293692,8.42118923135709,27.637969566529
4.56069984217036,8.38328704711138,25.4876770648999
7.85175961393014,4.6869315979497,23.5330995303925
1.9967378215836,4.14819502337665,55.5954764503018
5.14234438413612,2.73407071930706,48.4061731688925
5.92414568862042,0.563754966509271,62.5033902240245
0.464504127199977,8.64722376255053,35.4948250949783
0.217454410079505,9.9717412017962,30.9419432111405
1.70524123687292,9.99717673286131,26.1172063915929
0.650515929852795,9.96636837073905,36.6609711511979
9.48885537253333,5.55431705602627,8.95254879487519
9.65632033074559,7.68987415180511,6.28554645676656
10,0.15035999749947,47.6017319385335
3.04613769173371,8.49647390677412,20.1546390197597
0,10,36.244081862426
6.84233026512157,4.50544135310094,28.7344164944929
4.40152493739601,1.29159415151495,71.6513772097445
1.22038234844779,9.54051027258722,28.1206168427988
4.9517691011127,6.0617463445088,32.0309560123488
0.343885211152184,2.28642805503463,87.0047011968631
9.09320402078782,6.71700684405857,14.6607319050137
2.58779981600017,6.18128240457896,40.3794720806614
6.62522284353982,3.5816271803284,35.6860228025926
3.11711076089411,1.13557592199629,73.5824357089962
10,0.589264783338124,47.8162307244505
5.4671027934328,5.20307700903793,32.6414195314842
1.84854455525527,7.72318391735639,32.4617770408258
9.69584627764559,5.20163501111993,22.1124459431421
7.75132823361115,8.5218150031854,12.0355275143249
9.39498941564189,5.51906838774486,16.5720125530729
8.94827350427649,5.60937971535386,8.97073683545633
5.97899978811085,8.76653602658345,16.4699303912742
9.21874235023117,4.03482866212397,20.660010770293
0,0,100
1.95982862419145,0.28782676313339,81.2837655455602
0.452272889105381,7.55137255673619,44.2493844496284
3.25330330763264,6.20309551353465,43.3010210627266
3.88677289689482,7.04079768099224,38.1985043408753
2.71349031773896,2.12964161508911,63.2725573376815
8.28737509151929,1.3637147558677,48.738319535704
3.56753326693589,0.145446656678819,78.6146889277905
2.80934509687381,3.50587558806597,56.0566153196719
5.42696083158248,5.89917686854633,29.3935596472431
1.40924224974763,3.92244045099732,65.6519023920375
8.0219698075404,4.37474922023729,23.3710263997918
0,0,96.3564653893834
9.86886936600517,3.482554670233,25.0084326823835
7.72244769296657,5.13989489159811,28.2439495923316
10,10,5.05899428939656
0.055221171236024,3.9654278232127,70.355081183238
8.15461428454834,6.22086700227873,13.9688019343918
7.06857343847617,8.62363708746745,13.4721204833675
9.35925118965461,9.65543187887001,0
7.71270346685946,1.47073480929038,45.2706556964527
0.740446517340904,9.26587625161494,29.2115606684345
3.58465728544273,4.92116293079538,39.6717231162018
1.1586905952513,2.58244388298958,69.5472645384176
8.63103425875594,4.59135756238261,20.0197429012728
6.23298126827558,9.80032575285477,12.2543948526226
3.30898024852649,4.9261809399287,42.0717437482411
0.635583502860236,3.28751610287508,68.3841647809235
3.10982321715662,6.33400854316726,33.0012787528692
3.25183322026747,2.40145618778193,59.491013141448
7.29606178338064,0.758633281086639,50.9784164016592
0.104380974939283,0,93.5488907062805
8.87212742576327,1.28045838957772,41.4476755059184
10,10,2.421305571308
1.19594245938302,1.3882717264941,82.6406394031364
7.13244787222995,6.40874744803215,17.7765731196464
0.277027645627704,0.039318261958994,96.3446282980805
0,0,100
7.70967179954561,8.96788409906012,7.37879623701847
10,0,44.5687189823787
5.22732829381994,6.67557738521027,16.5711927313616
4.2754101835855,1.7231987120163,59.4159956617125
0.254191267440952,1.92289018808671,81.0938101170082
1.07891426993304,0.408686162664789,88.3666893098307
9.96841012030127,9.84852940581927,0.775642752021357
6.3641041126378,2.78590339031959,42.4822950231589
3.14355981076327,1.77010484276747,67.497012526136
9.69494569586228,9.72271326810982,3.9969448178855
9.07566473926093,1.20635871100601,45.3790381457334
10,9.40484357917516,3.90204320776759
4.1038292303563,2.06333718405793,64.544600956741
0.237057643942668,0.0842619782978713,89.1749246922797
9.57398583048828,10,0
0.76979909828793,6.90394828629365,35.0877888526133
2.89751452913768,0.393121398410989,79.6108638447728
1.61221287254004,7.99410398909043,44.4111056091089
9.29697652342573,6.27900389490908,7.37537738787194
8.08120379564417,0.817590319488719,52.1016218621378
6.33403756510423,8.73578624106777,8.89959959658659
8.71460590187718,9.20872400531813,8.74889767954707
8.03672076899115,0.610779598548638,48.094455887731
1.86570058886036,2.76877648147204,62.995781844192
8.92558998489978,8.06201279793061,5.59896565817333
5.39342241915651,7.48259690383658,17.5393115441082
8.07440155164062,1.84521019356377,37.1693380146654
8.96091299923493,2.0934932333671,30.7603784624559
10,0.515347377573483,45.2184191629566
0.570721725144851,10,32.9524163091157
2.27935162541942,6.18254771530296,40.2094247719335
4.27107788626256,3.68913639569772,48.2405478120369
8.18014765922493,4.62534716133148,25.317352930148
9.27396462764906,0,42.3184322083083
0.069521305311907,0.366832028905979,94.7517118362601
5.10747302577566,2.52436944344021,45.391483416085
4.17411003148779,7.13349585884552,25.3260688205226
2.2210781047073,8.95206837687199,31.9711211792294
1.19865367333683,5.11677442115666,47.7998496270754
3.37615171403628,5.32113485265316,41.0013377918908
9.42909703912519,1.07172011339776,41.7332323707873
3.23202932020755,4.47412366823455,39.996815591562
5.18790621743366,5.32617266455023,32.5941480705238
7.03018958895178,2.4247050363473,36.2584528353983
3.63629602379294,2.69243230949381,61.9456510607157
9.71782082720961,3.77284163104623,21.8596029997761
0,0,100
2.51782295825364,3.22079165583178,59.553064759055
10,10,0
3.0087830981677,3.27497352177915,56.815255123935
2.84840494377468,1.19762131819251,76.5042899479169
10,0.852660169598754,44.2530694573847
6.09564333979897,5.93592453554049,20.1093917721972
5.02679023228862,6.7910231914449,21.0888602906692
0.514787512499894,7.89171238607338,41.9412623563344
2.78646464236611,4.98442198929057,44.8941170654172
0.621506646490721,10,39.0778978114638
2.39561890666972,5.37106541818548,52.1196537479125
1.44894872091223,5.86841118020879,45.4144881567618
0.813265087757594,0,92.5370927159891
9.85650454110601,4.31659546229679,21.3126802659085
2.420552715115,1.27580302795564,70.7836277573334
9.36733486244074,9.38417356113936,7.58769467507659
10,9.62028195093761,0
2.376375439924,6.45917241331601,42.2312807986949
7.2821634861186,5.70778304668912,14.2460456539602
3.67783132719253,3.56096725897846,51.3246856792294
6.32305830593579,9.8651524879298,9.203563009726
9.99865839905785,10,0.624580234800589
5.35774684074759,2.37226791735994,47.0895079057944
0.902897700544083,1.01782472620404,90.0346699503141
8.35302495589238,1.52859139184332,45.6017096492004
3.20780064971736,2.45957728384508,57.1306212161718
1.86518510399854,1.60681373259556,71.8657261118725
0.407751415547639,1.86567024051306,76.8770174996183
5.90892943188242,2.85095168693847,45.0709558016621
6.77564361842282,1.73373595294755,48.1691188929515
0.165878289278562,8.96765424626425,38.6581897288841
5.12093058299281,0.802337456616422,60.4745042762435
2.26495775197938,5.24511389570255,45.3417101192385
10,0,45.4662573687196
1.74366429004991,9.82378616908606,27.774862529554
6.90937738102466,1.12038902168052,55.5378371948374
3.86735346300537,3.97855599045742,41.7080558118758
9.68534187665557,10,3.30965066590487
1.37520944145993,8.6550712589398,32.466790684553
3.41066351050259,8.1707207094928,25.4677251794866
9.8831992535247,0,48.9036961077142
9.88295134437751,0.237294136736257,44.3976903553171
0,0.564288664849451,99.9646309516224
2.57941627715156,9.29375989127586,19.2289118898197
6.59984046034179,5.5676289301393,19.0321732450746
8.17222200201216,5.716126894699,19.7146636036211
5.55200811599462,2.79979093660284,47.5784647560951
5.29650578356006,7.69492933191937,16.3726163217117
2.41852290900452,1.87043748557523,65.8796095029001
0.931027678058992,3.23679236404244,61.7852143543142
8.97215757953327,4.25436438616417,27.3193177800767
9.0041805716333,5.07610378684455,14.1836750503591
9.16525011809652,10,0
3.39029791048701,1.14836824739204,67.0293088619163
3.49209574612661,6.10620042441633,33.7610729338007
7.25955678870239,2.88630553240256,32.2273969965667
8.97110259952577,5.81238221422612,14.5210456676658
8.87086424265117,1.54362715274202,32.46801876528
7.79875545857624,4.81140101854817,25.0686319318023
6.42031646154288,5.32589432551586,22.7175519172937
0.841399649950488,0.518235368224269,90.5277678213267
1.61628714094614,3.36604278193921,68.14129372832
8.98554188527079,1.34414676938974,42.0137929502442
6.0642905965959,0.633749704727677,59.3653771502444
0.0919705161662965,9.89960232389945,32.872587252541
1.01471542866032,3.22353844974723,66.0889971148496
6.63501769108056,8.09874445854635,14.1540395656194
9.50680669175479,0,52.2798070615948
1.60808051417499,6.81502722223929,42.8641166890419
5.48733789366586,7.60227859889687,21.4127070181811
6.91895197692693,5.95638740607844,23.8844546024041
10,9.68963997577544,0
2.2426930946056,4.11840914147269,48.3622285629277
7.12179221347536,3.48868266542995,34.3767989556781
2.372490874968,9.29529144247826,37.4415467878665
3.25399698159268,8.30619407787729,21.8124460540743
7.46491405118024,9.65026910666513,9.48108889094385
6.49632899047215,1.24297223485545,50.0081775326396
8.49223410494178,7.30867475203644,10.0156612527401
6.57612892300343,9.38340456821038,5.28855279471075
5.68308603335472,1.8123306616566,51.3834957947293
0.936747678280925,0.664962673667775,88.7551974308709
3.67715803059434,7.41120649290059,32.641950676558
2.65202367681725,5.74473113179912,45.472835058428
9.73967912221988,0.0720327958799595,50.0916241228699
9.73010554752446,1.39772376626289,34.6340810134737
3.9309772466676,7.9526731185989,22.4209875383739
8.92046555177113,2.01627320047745,34.3100221444372
6.31138625997263,1.63655942865705,58.1927045338045
7.94811303541648,1.64265797930993,49.4089324075472
5.02637093105192,8.14574720231382,19.8418182956402
5.76903884626359,6.651972206962,27.7720107334143
4.92517693818864,5.23065424769119,33.9578126686187
1.95242987798044,3.58830484123502,60.6123963995704
7.22452115261505,8.77200540813108,2.15723485022277
2.80772362440856,3.92445107422635,57.4035537130924
10,9.98153070213697,0
6.45472295907168,4.39134908570218,35.6450931727226
1.77110679407049,3.76944429424908,61.2892216025386
0,0.0651021657335292,100
9.53928577002587,3.01377874164142,23.8778421281921
9.14864390220449,7.47609380176251,5.35917162201223
3.70158700255444,5.02720390092479,38.5405251480924
0.154566165288674,2.32212695146817,77.8378288320937
9.28318562587725,8.99574573274568,0
4.28184148317314,3.83891221373211,49.2570601166873
0,10,35.6696157813658
10,10,0
8.5300945546736,6.24237995913992,12.8173212620645
2.94448892069586,1.16898040708364,71.0233602698887
3.85097728601925,9.39832123613475,22.058453408733
8.51136671516857,6.27708053071418,13.7981717141677
9.56388380341955,0,53.9158914572801
1.69492746686092,1.39272072663387,77.6363198076336
5.5680126245835,7.94025189270296,24.5981535584985
9.36154774160781,6.20072755928514,15.0559610252375
6.96029796674973,5.33461091976322,20.5821587265882
5.70061170089365,8.93892583050958,18.8548242828764
0.971764937707685,7.88597211224531,33.9502897832396
6.1500722669917,1.51674879732751,56.504152465449
9.90053850104263,3.11722067795548,23.2878133710462
1.40084015236524,2.48489139814466,75.5859714193262
5.18329652363737,7.43946292572677,27.4480741681039
8.77373071927955,0.335324347357794,49.967884581418
